state_0,state_1,probability
569,1143,6.779477258643525e-09
569,627,6.779477258643525e-09
569,641,6.779477258643525e-09
569,33,1.4914849969015754e-07
569,57,2.0338431775930575e-08
569,1295,6.779477258643525e-08
569,1280,6.779477258643525e-09
569,1279,4.067686355186115e-08
569,1286,1.355895451728705e-08
569,1281,1.355895451728705e-08
569,182,6.779477258643525e-09
569,6,3.3897386293217627e-08
569,88,1.355895451728705e-08
569,508,6.779477258643525e-09
569,47,6.779477258643525e-09
569,1277,1.355895451728705e-08
569,478,1.355895451728705e-08
569,646,6.779477258643525e-09
569,14,6.779477258643525e-09
569,391,1.355895451728705e-08
569,636,1.355895451728705e-08
569,811,6.779477258643525e-09
569,911,1.355895451728705e-08
569,317,6.779477258643525e-09
569,291,2.0338431775930575e-08
569,1136,1.355895451728705e-08
569,496,6.779477258643525e-09
569,1211,2.0338431775930575e-08
569,66,6.779477258643525e-09
569,804,6.779477258643525e-09
569,772,6.779477258643525e-09
569,220,6.779477258643525e-09
569,596,6.779477258643525e-09
569,1081,6.779477258643525e-09
569,87,1.355895451728705e-08
569,1256,2.196550631800502e-06
569,1255,2.2168890635764327e-06
569,413,6.779477258643525e-09
569,600,2.2372274953523632e-07
569,309,2.0338431775930575e-08
569,1170,1.355895451728705e-08
569,326,2.0338431775930575e-08
569,840,2.71179090345741e-08
569,1039,5.42358180691482e-08
569,726,2.71179090345741e-08
569,155,6.779477258643525e-09
569,1274,2.71179090345741e-08
569,1278,2.0338431775930575e-08
569,1212,6.779477258643525e-09
569,995,6.779477258643525e-09
569,126,8.813320436236583e-08
569,1283,1.355895451728705e-08
569,1275,6.779477258643525e-09
569,1154,6.779477258643525e-09
569,715,2.0338431775930575e-08
569,174,7.525219757094313e-07
569,1034,3.3897386293217627e-08
569,642,6.779477258643525e-09
569,1094,2.71179090345741e-08
569,482,6.779477258643525e-09
569,592,2.0338431775930575e-08
569,1254,2.8473804486302805e-07
569,102,6.779477258643525e-09
569,655,2.71179090345741e-08
569,41,6.779477258643525e-09
292,292,2.4873902061963094e-05
292,569,1.084716361382964e-07
292,169,7.050656348989266e-07
292,893,1.213526429297191e-06
292,294,1.979607359523909e-06
292,938,2.5762013582845393e-07
292,151,1.2948801564009133e-06
292,1035,9.491268162100934e-08
292,2,1.4643670878670014e-06
292,919,2.71179090345741e-08
292,612,6.779477258643525e-09
292,233,6.779477258643525e-09
292,1125,5.42358180691482e-08
292,389,1.355895451728705e-08
292,4,1.511823428677506e-06
292,835,4.6100445358775973e-07
292,664,4.7456340810504676e-07
292,245,1.355895451728705e-08
292,561,1.355895451728705e-08
292,1067,6.779477258643525e-09
292,1114,6.779477258643525e-09
292,1223,6.779477258643525e-09
292,1032,2.0338431775930575e-08
292,273,6.779477258643525e-09
292,1102,1.355895451728705e-08
292,0,3.3897386293217627e-08
292,870,6.779477258643525e-09
292,894,6.779477258643525e-09
292,218,5.55917135208769e-07
292,768,6.779477258643525e-09
292,1246,3.050764766389586e-07
292,557,6.779477258643525e-09
292,1003,6.779477258643525e-09
292,849,6.779477258643525e-09
292,1197,6.779477258643525e-09
292,45,2.71179090345741e-08
292,200,2.3728170405252338e-07
292,1248,2.71179090345741e-08
292,939,6.779477258643525e-09
292,880,6.779477258643525e-09
292,358,6.779477258643525e-09
292,613,6.779477258643525e-09
292,983,6.779477258643525e-09
292,749,2.0338431775930575e-08
292,461,6.779477258643525e-09
292,968,2.0338431775930575e-08
292,565,2.0338431775930575e-08
292,260,6.779477258643525e-09
260,260,5.355787034328384e-07
260,273,6.779477258643525e-09
260,938,4.745634081050467e-08
260,893,1.2203059065558345e-07
260,169,2.0338431775930575e-08
260,0,6.779477258643525e-09
260,1035,6.779477258643525e-09
260,894,6.779477258643525e-09
260,294,6.779477258643525e-09
260,2,1.1525111339693993e-07
260,835,6.779477258643525e-09
260,1246,4.067686355186115e-08
260,1223,6.779477258643525e-09
260,664,2.0338431775930575e-08
260,983,1.355895451728705e-08
260,968,2.71179090345741e-08
260,749,2.0338431775930575e-08
260,847,1.355895451728705e-08
260,389,6.779477258643525e-09
260,1056,1.355895451728705e-08
260,1242,7.457424984507877e-08
260,880,6.779477258643525e-09
260,1097,6.779477258643525e-09
273,893,2.0792656752259692e-05
273,273,0.0007957614816650597
273,294,2.1606194023296913e-05
273,45,2.71179090345741e-07
273,938,4.84732623993012e-06
273,347,2.0338431775930575e-08
273,1056,6.440503395711349e-07
273,1288,3.3897386293217627e-08
273,1003,2.0338431775930575e-07
273,704,8.13537271037223e-08
273,1035,9.287883844341629e-07
273,612,1.355895451728705e-08
273,169,9.843800979550399e-06
273,801,7.457424984507877e-08
273,569,5.152402716569079e-07
273,0,6.921846281075039e-06
273,664,1.4799598855618815e-05
273,802,1.18844236344021e-05
273,346,1.2338648610731215e-06
273,1257,6.84727203122996e-07
273,939,1.6948693146608811e-07
273,835,6.094750055520529e-06
273,632,6.779477258643525e-09
273,389,7.457424984507877e-08
273,588,1.355895451728705e-07
273,1032,5.084607943982644e-07
273,144,4.067686355186115e-08
273,847,2.915175221216716e-07
273,147,1.1525111339693993e-07
273,4,2.186381415912537e-05
273,880,4.067686355186115e-07
273,358,3.1185595389760216e-07
273,491,1.1525111339693993e-07
273,2,2.195872684074638e-05
273,968,4.338865445531856e-07
273,1062,2.440611813111669e-07
273,245,1.355895451728705e-08
273,561,3.3897386293217627e-08
273,1246,1.3030155291112855e-05
273,1114,6.101529532779172e-08
273,768,6.101529532779172e-08
273,218,5.010033694137565e-06
273,933,2.0338431775930575e-08
273,897,1.355895451728705e-08
273,112,6.779477258643525e-09
273,1197,1.355895451728705e-08
273,907,6.779477258643525e-09
273,878,1.4236902243151402e-07
273,919,1.1294609112900113e-05
273,1248,1.1321727021934687e-06
273,983,1.627074542074446e-07
273,695,2.5762013582845393e-07
273,1102,5.42358180691482e-08
273,1125,3.728712492253939e-07
273,200,4.2846296274627074e-06
273,894,6.101529532779172e-08
273,749,4.067686355186115e-07
273,806,8.13537271037223e-08
273,461,1.6948693146608811e-07
273,1223,2.4473912903703127e-06
273,479,3.3897386293217627e-08
273,220,6.779477258643525e-09
273,671,3.3897386293217627e-08
273,151,9.220089071755195e-07
273,694,6.779477258643525e-09
273,1004,6.779477258643525e-09
273,926,6.779477258643525e-08
273,318,6.779477258643525e-09
273,1159,2.0338431775930575e-08
273,426,3.4575334019081977e-07
273,1186,3.3897386293217623e-07
273,71,4.813428853636903e-07
273,719,9.491268162100934e-08
273,64,4.067686355186115e-08
273,12,6.101529532779172e-08
273,222,2.915175221216716e-07
273,233,8.13537271037223e-08
273,260,6.779477258643525e-09
273,1097,2.71179090345741e-08
273,1037,2.71179090345741e-08
273,42,6.779477258643525e-09
273,1002,2.71179090345741e-08
273,450,4.745634081050467e-08
273,429,1.355895451728705e-08
273,508,6.779477258643525e-09
273,915,1.355895451728705e-08
273,1209,6.779477258643525e-09
273,869,1.0169215887965287e-07
273,61,6.101529532779172e-08
273,974,2.71179090345741e-08
273,482,6.779477258643525e-09
273,794,6.779477258643525e-09
273,1218,2.71179090345741e-08
273,150,4.067686355186115e-08
273,613,6.101529532779172e-08
273,543,6.779477258643525e-09
273,651,2.71179090345741e-08
273,1082,1.355895451728705e-08
273,1225,1.355895451728705e-08
273,438,1.355895451728705e-08
273,1155,2.169432722765928e-07
273,841,6.779477258643525e-09
273,1173,1.355895451728705e-08
273,718,2.074520041144919e-06
273,287,2.0338431775930575e-08
273,425,6.779477258643525e-09
273,121,1.355895451728705e-08
273,557,6.779477258643525e-09
273,648,6.779477258643525e-09
273,1148,4.067686355186115e-08
273,370,1.355895451728705e-08
273,405,6.779477258643525e-09
273,636,6.779477258643525e-09
273,675,6.779477258643525e-09
273,1124,1.5592797694880108e-07
273,1120,2.0338431775930575e-08
273,885,6.779477258643525e-09
273,960,4.745634081050467e-08
273,35,2.0338431775930575e-08
273,9,6.779477258643525e-09
273,1208,8.813320436236583e-08
273,577,2.71179090345741e-08
273,1185,2.0338431775930575e-08
273,67,2.71179090345741e-08
273,924,1.355895451728705e-08
273,1133,1.2203059065558345e-07
273,103,1.355895451728705e-08
273,1031,2.71179090345741e-08
273,27,6.779477258643525e-09
273,1285,4.067686355186115e-07
273,5,6.779477258643525e-09
273,467,4.745634081050467e-08
273,488,2.0338431775930575e-08
273,489,6.779477258643525e-09
273,1279,1.355895451728705e-08
273,1019,6.779477258643525e-09
273,1154,6.779477258643525e-09
273,1108,4.745634081050467e-08
273,1283,1.355895451728705e-08
273,1281,6.779477258643525e-09
273,1278,6.779477258643525e-09
273,1091,4.745634081050467e-08
273,600,1.6948693146608811e-07
273,1274,6.779477258643525e-09
273,309,6.779477258643525e-09
273,180,6.779477258643525e-09
273,682,1.355895451728705e-08
273,87,6.779477258643525e-09
273,178,6.779477258643525e-09
273,362,6.779477258643525e-09
273,100,3.3897386293217627e-08
273,197,3.3897386293217627e-08
273,710,1.355895451728705e-08
273,698,2.0338431775930575e-08
273,720,7.457424984507877e-08
273,442,2.0338431775930575e-08
273,446,6.779477258643525e-09
273,297,6.779477258643525e-09
273,517,6.779477258643525e-09
273,681,1.355895451728705e-08
273,311,1.355895451728705e-08
273,1294,6.779477258643525e-09
273,872,3.99989158259968e-07
273,1083,1.8304588598337517e-07
273,1250,8.813320436236583e-08
273,981,1.4914849969015754e-07
273,1284,6.779477258643525e-09
273,373,1.355895451728705e-08
273,786,2.3728170405252338e-07
273,1206,3.593122947081068e-07
273,1198,1.4236902243151402e-07
273,91,4.2710706729454207e-07
273,868,5.42358180691482e-08
273,1141,1.1525111339693993e-07
273,219,6.779477258643525e-09
273,605,2.71179090345741e-08
273,1200,8.813320436236583e-08
273,1112,8.13537271037223e-08
273,227,6.779477258643525e-08
273,1170,6.779477258643525e-09
273,905,6.101529532779172e-08
273,563,6.779477258643525e-09
273,1086,5.42358180691482e-08
273,1034,6.779477258643525e-09
273,634,2.71179090345741e-08
273,852,1.355895451728705e-08
273,696,6.101529532779172e-08
273,511,6.779477258643525e-09
273,134,3.3897386293217627e-08
273,687,1.355895451728705e-08
273,988,2.71179090345741e-08
273,730,6.779477258643525e-09
273,1067,2.0338431775930575e-08
273,10,6.779477258643525e-08
273,850,6.779477258643525e-09
273,1087,6.779477258643525e-09
273,892,6.779477258643525e-09
273,767,6.779477258643525e-09
273,375,6.779477258643525e-09
273,751,6.779477258643525e-09
273,105,6.779477258643525e-09
273,870,6.779477258643525e-09
273,1195,6.779477258643525e-09
273,510,1.355895451728705e-08
273,1253,6.779477258643525e-09
273,1242,6.372708623124913e-07
273,477,2.71179090345741e-08
273,1207,2.0338431775930575e-08
273,558,4.067686355186115e-08
273,1295,6.779477258643525e-09
273,1269,6.779477258643525e-09
273,186,1.355895451728705e-08
273,1255,2.0338431775930575e-08
273,1256,4.067686355186115e-08
273,715,6.779477258643525e-09
273,1265,1.355895451728705e-08
273,174,5.42358180691482e-08
273,1254,2.71179090345741e-08
273,464,6.779477258643525e-09
893,893,0.0147082115021723
893,260,8.13537271037223e-08
893,664,0.0006032378864741009
893,169,0.0017657555288772579
893,938,0.0012340004506182945
893,880,8.225539757912189e-05
893,1128,6.779477258643525e-09
893,0,0.0021741444594606855
893,294,0.0011689988226624203
893,222,1.4338594402031055e-05
893,919,0.0005948448936279002
893,45,1.0759030409467274e-05
893,847,0.0002786093974212143
893,1288,7.660809302267183e-07
893,1003,1.8107983757836855e-05
893,1125,2.2480746589661928e-05
893,1056,5.9679738307838954e-05
893,1289,3.3897386293217627e-08
893,561,1.1836967293591594e-05
893,273,2.0046914253808904e-05
893,1035,2.038588811674108e-05
893,220,2.779585676043845e-07
893,1032,2.119264591051966e-05
893,1197,7.226922757713998e-06
893,64,9.626857707273806e-07
893,778,3.3897386293217627e-08
893,551,2.0338431775930575e-08
893,749,0.0019091618113293444
893,603,0.0003020528297816036
893,1062,0.001842397519286223
893,461,0.0004374864469775253
893,939,4.47648883388232e-05
893,894,1.627074542074446e-06
893,369,2.0338431775930575e-08
893,239,4.067686355186115e-08
893,151,0.0010372464616179421
893,1176,2.0338431775930575e-07
893,926,4.067686355186115e-06
893,671,1.227085383814478e-06
893,1292,2.2372274953523632e-07
893,1113,1.355895451728705e-08
893,955,2.71179090345741e-08
893,4,0.0015734285385267997
893,200,0.0004408626266523298
893,988,1.1091224795140807e-05
893,968,7.128620337463667e-05
893,287,5.287992261741949e-07
893,983,9.145514821910115e-06
893,358,0.00014174531052371883
893,147,1.4569096628824936e-05
893,588,9.857359934067686e-06
893,612,1.8433398666251745e-05
893,835,0.0007538575327293841
893,878,2.7050114261987665e-05
893,1031,5.925263124054441e-06
893,868,8.894674163340304e-06
893,710,2.338919654232016e-06
893,479,3.464312879166841e-06
893,911,3.3219438567353274e-07
893,174,0.0008376857690325112
893,1209,1.0169215887965287e-06
893,1225,1.396572315280566e-06
893,801,2.582980835543183e-06
893,704,1.9084228483081524e-05
893,1102,1.7355461782127424e-06
893,145,1.4914849969015754e-07
893,54,2.779585676043845e-07
893,233,2.307734058842256e-05
893,435,1.355895451728705e-08
893,1114,2.325360699714729e-06
893,425,2.698231948940123e-06
893,56,2.0338431775930575e-08
893,491,1.2189500111041058e-05
893,61,1.8453737098027676e-05
893,1067,3.1795748343038133e-06
893,694,4.684618785722676e-06
893,1037,6.630328758953367e-06
893,389,1.8162219575906004e-05
893,255,6.101529532779172e-08
893,569,3.854810769264708e-05
893,450,1.6948693146608813e-06
893,517,6.643887713470655e-07
893,66,2.6439961308709747e-07
893,292,6.643887713470655e-07
893,915,8.745525663650147e-07
893,802,2.0623169820793602e-05
893,346,1.5050439514188625e-06
893,695,2.7456882897506275e-06
893,960,8.406551800717972e-07
893,1217,1.355895451728705e-08
893,396,3.3897386293217627e-08
893,2,0.001589265397402991
893,1133,3.688035628702078e-06
893,909,4.1354811277725504e-07
893,820,6.779477258643525e-09
893,508,6.98286157640283e-07
893,606,3.3897386293217627e-08
893,891,6.779477258643525e-09
893,164,3.9320968100132446e-07
893,974,1.1525111339693993e-07
893,347,1.783002519023247e-06
893,866,1.0372600205724594e-06
893,696,8.209946960217308e-06
893,105,1.3016596336595568e-06
893,136,6.440503395711349e-07
893,632,6.101529532779172e-08
893,21,2.2372274953523632e-07
893,1086,9.016704753995889e-07
893,1226,4.1354811277725504e-07
893,1108,2.6778935171641926e-06
893,1185,1.7667317736025027e-05
893,949,2.0338431775930575e-08
893,488,6.101529532779173e-06
893,849,4.921900489775199e-06
893,10,1.8168999053164647e-06
893,648,2.0338431775930575e-08
893,914,6.101529532779172e-08
893,1120,2.6168782218364005e-06
893,12,1.742325655471386e-06
893,1020,3.4575334019081977e-07
893,806,5.125284807534505e-06
893,668,2.3050222679387986e-07
893,1257,0.0003331638509215188
893,297,3.0914416299414473e-06
893,144,4.982915785102991e-06
893,892,1.0101421115378852e-06
893,1294,6.779477258643525e-08
893,1068,1.355895451728705e-08
893,904,2.0338431775930575e-08
893,1079,1.4914849969015754e-07
893,1048,2.71179090345741e-08
893,329,6.779477258643525e-09
893,1014,4.067686355186115e-08
893,687,1.1931879975212603e-06
893,467,3.667697196926147e-06
893,656,3.3219438567353274e-07
893,1087,8.474346573304406e-07
893,218,0.0006049598736977963
893,869,1.3626749289873486e-06
893,161,6.779477258643525e-09
893,245,9.287883844341629e-07
893,924,1.627074542074446e-07
893,1246,0.0005449818383905771
893,464,6.264236986986617e-06
893,1248,6.13068128499134e-05
893,557,4.196496423100342e-06
893,1142,1.972827882265266e-06
893,768,9.681093525342953e-06
893,830,1.355895451728705e-08
893,933,7.525219757094313e-07
893,1027,8.813320436236583e-08
893,675,1.6948693146608813e-06
893,719,1.199967474779904e-06
893,197,1.6541924511090201e-06
893,596,2.5762013582845393e-07
893,870,5.084607943982644e-07
893,783,7.457424984507877e-08
893,477,1.4236902243151402e-07
893,244,6.779477258643525e-09
893,206,1.355895451728705e-08
893,834,5.355787034328384e-07
893,223,6.779477258643525e-09
893,547,1.2881006791422696e-07
893,1095,1.4236902243151402e-07
893,415,6.779477258643525e-09
893,808,5.084607943982644e-07
893,1002,1.0664117727846265e-05
893,134,3.7354919695125825e-06
893,907,6.101529532779172e-08
893,767,1.6067361102985155e-06
893,897,1.1525111339693993e-07
893,482,2.101637950179493e-07
893,80,1.355895451728705e-08
893,1097,3.53888712901192e-06
893,613,9.186191685461976e-06
893,126,1.415554851604768e-05
893,449,4.2032759003589856e-06
893,543,7.525219757094313e-07
893,87,1.2406443383317652e-06
893,700,5.830350442433432e-07
893,715,4.9435948170028586e-05
893,1155,1.0277687524103584e-05
893,1143,3.1185595389760216e-07
893,807,7.457424984507877e-08
893,315,4.745634081050467e-08
893,270,2.71179090345741e-08
893,1,5.42358180691482e-08
893,1004,2.71179090345741e-08
893,248,6.779477258643525e-08
893,405,2.779585676043845e-07
893,318,6.779477258643525e-08
893,1103,6.101529532779172e-08
893,1207,1.1389521794521122e-06
893,390,5.42358180691482e-08
893,122,8.13537271037223e-08
893,19,9.491268162100934e-08
893,112,2.71179090345741e-08
893,646,3.3897386293217627e-08
893,219,5.287992261741949e-07
893,227,2.9151752212167158e-06
893,71,3.0114437982894537e-05
893,1112,5.104946375758574e-06
893,91,2.867718880406211e-05
893,1250,3.65413824240886e-06
893,981,8.684510368322355e-06
893,1186,2.8778880962941764e-05
893,786,1.5552120831328246e-05
893,1206,2.6073869536742996e-05
893,872,2.6670463535503628e-05
893,1141,7.3557328256282245e-06
893,905,6.298134373279835e-06
893,1200,8.55570030040813e-06
893,1159,1.7219872236954555e-06
893,605,1.6677514056263071e-06
893,1083,1.856220873416597e-05
893,1198,1.367420563068399e-05
893,563,8.13537271037223e-08
893,1170,2.582980835543183e-06
893,1223,6.709648642879497e-05
893,110,5.42358180691482e-08
893,1096,1.4914849969015754e-07
893,33,3.5124471677032106e-05
893,528,4.745634081050467e-08
893,313,7.796398847440053e-07
893,326,1.7626640872473166e-07
893,429,5.681201942743274e-06
893,380,1.6948693146608811e-07
893,510,1.484705519642932e-06
893,858,7.593014529680748e-07
893,100,1.2474238155904086e-06
893,402,6.779477258643525e-09
893,538,7.457424984507877e-08
893,72,6.101529532779172e-08
893,1080,4.067686355186115e-08
893,1212,3.864302037426809e-07
893,799,1.8304588598337517e-07
893,440,2.5762013582845393e-07
893,370,1.4236902243151402e-07
893,560,3.525328174494633e-07
893,815,2.71179090345741e-08
893,159,4.067686355186115e-08
893,202,4.745634081050467e-08
893,966,4.745634081050467e-08
893,1139,1.2203059065558345e-07
893,844,6.779477258643525e-09
893,46,2.0338431775930575e-08
893,651,6.101529532779172e-08
893,1034,2.5070506902463755e-05
893,636,1.6202950648158025e-06
893,212,6.101529532779172e-08
893,150,6.033734760192738e-07
893,746,5.152402716569079e-07
893,392,6.779477258643525e-09
893,484,4.745634081050467e-08
893,714,6.779477258643525e-09
893,558,1.627074542074446e-07
893,587,1.355895451728705e-08
893,264,2.0338431775930575e-08
893,833,1.084716361382964e-07
893,627,1.0779368841243206e-06
893,1082,7.457424984507877e-08
893,1000,1.2474238155904086e-06
893,718,0.00015651779147030307
893,789,3.3897386293217627e-08
893,812,1.2474238155904086e-06
893,641,3.525328174494633e-07
893,1071,6.779477258643525e-08
893,419,5.42358180691482e-08
893,478,2.4067144268184513e-06
893,791,6.779477258643525e-09
893,827,6.779477258643525e-09
893,308,6.779477258643525e-09
893,703,6.779477258643525e-09
893,256,1.355895451728705e-08
893,393,3.3897386293217627e-08
893,657,6.779477258643525e-09
893,362,1.5592797694880108e-07
893,824,1.4914849969015754e-07
893,555,6.779477258643525e-09
893,1148,6.989641053661474e-06
893,535,1.925371541454761e-06
893,748,2.0338431775930575e-08
893,438,3.3897386293217627e-08
893,1124,8.946876138231859e-05
893,650,1.355895451728705e-08
893,500,1.355895451728705e-08
893,681,1.1728495657453298e-06
893,442,2.2033301090591458e-06
893,9,6.576092940884219e-07
893,35,2.440611813111669e-07
893,13,4.094804264220689e-06
893,6,2.142314813731354e-05
893,48,6.779477258643525e-09
893,57,8.013342119716647e-06
893,577,8.13537271037223e-08
893,67,1.966048405006622e-06
893,24,6.779477258643525e-09
893,128,2.169432722765928e-07
893,1208,4.067686355186115e-08
893,123,1.8304588598337517e-07
893,311,2.3856980473166564e-05
893,103,1.355895451728705e-07
893,634,3.3897386293217623e-07
893,351,6.101529532779172e-08
893,27,2.440611813111669e-07
893,291,2.915175221216716e-07
893,1285,0.00016196849118625244
893,1019,2.5762013582845396e-06
893,1278,8.664171936546425e-06
893,1276,8.047239506009864e-06
893,1091,5.9530589808148794e-05
893,698,1.213526429297191e-05
893,720,9.382796525962639e-06
893,521,2.3728170405252338e-07
893,733,6.779477258643525e-08
893,102,5.552391874829047e-06
893,1211,1.2203059065558345e-07
893,1277,8.71162827735693e-06
893,1154,7.5591171433875305e-06
893,840,1.1687818793901438e-05
893,1279,8.182829051182735e-06
893,1283,5.7286582835537786e-06
893,489,1.2813212018836263e-06
893,1039,2.2819720452594104e-05
893,1284,4.13548112777255e-06
893,471,6.779477258643525e-09
893,1274,1.1016650545295728e-05
893,183,6.013396328416806e-06
893,600,0.0002535863468595611
893,373,6.684564577022516e-06
893,507,4.338865445531856e-07
893,1173,1.1728495657453298e-06
893,317,2.71179090345741e-08
893,751,1.5592797694880108e-07
893,803,2.2372274953523632e-07
893,841,9.626857707273806e-07
893,804,1.084716361382964e-07
893,496,2.71179090345741e-08
893,1237,2.71179090345741e-08
893,446,1.4236902243151402e-07
893,599,6.779477258643525e-09
893,363,2.0338431775930575e-08
893,853,7.457424984507877e-08
893,341,6.779477258643525e-08
893,511,2.8473804486302805e-07
893,302,1.898253632420187e-07
893,1136,2.5084065856981044e-07
893,372,2.0338431775930575e-08
893,732,7.050656348989266e-07
893,350,1.084716361382964e-07
893,127,1.2881006791422696e-07
893,1094,2.71179090345741e-07
893,431,6.779477258643525e-09
893,772,2.71179090345741e-08
893,672,6.779477258643525e-09
893,1144,2.5762013582845393e-07
893,534,6.779477258643525e-09
893,1117,1.6948693146608811e-07
893,1088,6.779477258643525e-09
893,987,1.355895451728705e-08
893,146,8.13537271037223e-08
893,828,4.4744549907047264e-07
893,469,1.5592797694880108e-07
893,852,1.2697960905439323e-05
893,514,2.71179090345741e-07
893,730,4.4744549907047264e-07
893,1044,2.169432722765928e-07
893,617,3.3897386293217627e-08
893,616,6.779477258643525e-09
893,579,5.42358180691482e-08
893,677,4.338865445531856e-07
893,342,8.13537271037223e-08
